,FECHA,DESDE,HASTA,LINEA,MOLINETE,ESTACION,pax_pagos,pax_pases_pagos,pax_franq,pax_TOTAL
378453,20/8/2022,17:00:00,17:15:00,LineaC,LineaC_Constitucion_Turn22,Constitucion,47,0,0,47
373238,20/8/2022,12:15:00,12:30:00,LineaA,LineaA_Congreso_N_Turn02,Congreso,7,0,0,7
116017,6/8/2022,18:00:00,18:15:00,LineaB,LineaB_Lacroze_S_Turn03,Federico Lacroze,2,0,0,2
343209,18/8/2022,20:30:00,20:45:00,LineaA,LineaA_Miserere_Q_HALL_Turn05,Plaza Miserere,6,0,3,9
320206,17/8/2022,18:15:00,18:30:00,LineaB,LineaB_Echeverria_Este_Turn02,Echeverria,22,0,0,22
306055,16/8/2022,22:00:00,22:15:00,LineaA,LineaA_RJaneiro_N_Turn03,Rio de Janeiro,5,0,0,5
410309,22/8/2022,15:00:00,15:15:00,LineaA,LineaA_Peru_S_Turn05,Peru,22,0,2,24
102312,5/8/2022,22:30:00,22:45:00,LineaB,LineaB_CallaoB_S_Turn01,Callao.B,29,0,0,29
34597,2/8/2022,17:15:00,17:30:00,LineaB,LineaB_LosIncas_Turn03,Los Incas,37,0,0,37
432522,23/8/2022,16:30:00,16:45:00,LineaB,LineaB_Pueyr_S_Turn03,Pueyrredon,47,0,3,50
72551,4/8/2022,14:45:00,15:00:00,LineaB,LineaB_JMRosas_Oeste_Turn06,Rosas,25,0,1,26
57791,3/8/2022,19:30:00,19:45:00,LineaB,LineaB_Pasteur_S_Turn03,Pasteur,27,0,0,27
13019,1/8/2022,16:30:00,16:45:00,LineaB,LineaB_LosIncas_Turn01,Los Incas,15,0,3,18
307586,17/8/2022,05:45:00,06:00:00,LineaC,LineaC_AVMayo_S_Turn02,Avenida de Mayo,1,0,0,1
509807,27/8/2022,14:00:00,14:15:00,LineaB,LineaB_JMRosas_Oeste_Turn06,Rosas,12,0,0,12
590375,31/8/2022,18:15:00,18:30:00,LineaB,LineaB_Florida_O_Turn04,Florida,57,0,0,57
473918,25/8/2022,17:15:00,17:30:00,LineaC,LineaC_Constitucion_Turn22,Constitucion,0,0,2,2
205301,11/8/2022,11:45:00,12:00:00,LineaB,LineaB_CallaoB_S_Asc01,Callao.B,1,0,0,1
539044,29/8/2022,09:15:00,09:30:00,LineaB,LineaB_Uruguay_N_Turn02,Uruguay,11,0,0,11
449906,24/8/2022,13:45:00,14:00:00,LineaB,LineaB_CallaoB_S_Turn03,Callao.B,19,0,1,20
247207,13/8/2022,13:45:00,14:00:00,LineaB,LineaB_Alem_N_Turn01,Leandro N. Alem,4,1,0,5
400694,22/8/2022,06:45:00,07:00:00,LineaA,LineaA_Miserere_Q_HALL_Turn03,Plaza Miserere,21,0,0,21
432282,23/8/2022,16:15:00,16:30:00,LineaB,LineaB_Alem_S_Turn05,Leandro N. Alem,21,0,0,21
143688,8/8/2022,12:00:00,12:15:00,LineaB,LineaB_Lacroze_O_Turn02,Federico Lacroze,14,0,5,19
291275,16/8/2022,09:30:00,09:45:00,LineaA,LineaA_CBarros_S_Turn02,Castro Barros,16,0,0,16
585075,31/8/2022,13:45:00,14:00:00,LineaB,LineaB_Alem_N_Turn03,Leandro N. Alem,29,0,1,30
19667,1/8/2022,22:15:00,22:30:00,LineaB,LineaB_Lacroze_E_Turn06,Federico Lacroze,8,0,0,8
84880,5/8/2022,07:45:00,08:00:00,LineaA,LineaA_SanPedrito_Oeste_Turn01,San Pedrito,86,0,4,90
326055,18/8/2022,06:00:00,06:15:00,LineaB,LineaB_Uruguay_N_Turn01,Uruguay,1,0,0,1
268267,14/8/2022,18:00:00,18:15:00,LineaC,LineaC_SanMartin_N_Turn02,General San Martin,28,0,0,28
73409,4/8/2022,15:30:00,15:45:00,LineaA,LineaA_Alberti_Turn01,Alberti,25,0,4,29
362763,19/8/2022,19:45:00,20:00:00,LineaB,LineaB_Pellegrini_E_Turn06,Carlos Pellegrini,47,0,5,52
248329,13/8/2022,14:45:00,15:00:00,LineaA,LineaA_PMayo_E_Turn01,Plaza de Mayo,13,0,0,13
531252,28/8/2022,19:00:00,19:15:00,LineaB,LineaB_Gallardo_S_Turn01,Angel Gallardo,11,0,0,11
396254,21/8/2022,19:15:00,19:30:00,LineaA,LineaA_RJaneiro_N_Turn03,Rio de Janeiro,14,0,0,14
113142,6/8/2022,15:30:00,15:45:00,LineaA,LineaA_RJaneiro_N_Turn03,Rio de Janeiro,20,0,2,22
340260,18/8/2022,18:00:00,18:15:00,LineaA,LineaA_Peru_S_Turn04,Peru,24,0,3,27
462027,25/8/2022,06:45:00,07:00:00,LineaC,LineaC_Constitucion_Turn19,Constitucion,101,0,1,102
495917,26/8/2022,18:15:00,18:30:00,LineaC,LineaC_Constitucion_Turn14,Constitucion,10,0,0,10
545350,29/8/2022,14:30:00,14:45:00,LineaC,LineaC_SanMartin_N_Turn02,General San Martin,28,0,1,29
480524,25/8/2022,23:15:00,23:30:00,LineaB,LineaB_Gallardo_S_Turn02,Angel Gallardo,5,0,0,5
372727,20/8/2022,11:45:00,12:00:00,LineaA,LineaA_Congreso_N_Asc01,Congreso,0,0,1,1
139572,8/8/2022,08:30:00,08:45:00,LineaB,LineaB_Gardel_N_Turn02,Carlos Gardel,28,0,2,30
72942,4/8/2022,15:00:00,15:15:00,LineaB,LineaB_Pellegrini_E_Turn04,Carlos Pellegrini,34,0,3,37
257211,13/8/2022,23:15:00,23:30:00,LineaB,LineaB_Malabia_N_Turn04,Malabia,7,0,0,7
369016,20/8/2022,08:15:00,08:30:00,LineaB,LineaB_Lacroze_E_Turn04,Federico Lacroze,11,0,1,12
534474,28/8/2022,22:00:00,22:15:00,LineaB,LineaB_Pueyr_S_Turn03,Pueyrredon,7,0,0,7
154071,8/8/2022,20:30:00,20:45:00,LineaA,LineaA_Loria_N_Turn01,Loria,5,0,0,5
272717,15/8/2022,07:45:00,08:00:00,LineaB,LineaB_Tronador_Turn02,Tronador,3,0,0,3
200806,11/8/2022,08:00:00,08:15:00,LineaB,LineaB_Malabia_N_Turn01,Malabia,70,0,7,77
505441,27/8/2022,09:45:00,10:00:00,LineaC,LineaC_Constitucion_Turn10,Constitucion,4,0,0,4
554613,29/8/2022,22:30:00,22:45:00,LineaB,LineaB_Malabia_S_Turn01,Malabia,2,0,1,3
568546,30/8/2022,17:00:00,17:15:00,LineaA,LineaA_PJunta_N_Turn01,Primera Junta,29,0,2,31
477304,25/8/2022,20:00:00,20:15:00,LineaC,LineaC_Retiro_Turn04,Retiro,1,0,1,2
208381,11/8/2022,14:15:00,14:30:00,LineaC,LineaC_Constitucion_Turn11,Constitucion,1,0,18,19
453635,24/8/2022,17:00:00,17:15:00,LineaC,LineaC_Constitucion_Turn22,Constitucion,131,0,3,134
51849,3/8/2022,14:30:00,14:45:00,LineaA,LineaA_Miserere_Q_NE_Turn03,Plaza Miserere,1,0,0,1
318609,17/8/2022,17:00:00,17:15:00,LineaB,LineaB_Lacroze_O_Turn02,Federico Lacroze,27,0,0,27
339693,18/8/2022,17:30:00,17:45:00,LineaA,LineaA_Miserere_S_Turn01,Plaza Miserere,0,0,1,1
502483,27/8/2022,07:00:00,07:15:00,LineaB,LineaB_LosIncas_Turn04,Los Incas,5,0,0,5
22980,2/8/2022,07:45:00,08:00:00,LineaA,LineaA_Congreso_S_Asc01,Congreso,2,0,0,2
375825,20/8/2022,14:45:00,15:00:00,LineaA,LineaA_PMayo_E_Turn02,Plaza de Mayo,42,0,0,42
227817,12/8/2022,13:30:00,13:45:00,LineaB,LineaB_Medrano_S_Turn01,Medrano,0,0,1,1
560996,30/8/2022,10:30:00,10:45:00,LineaA,LineaA_Carabobo_E_Turn03,Carabobo,25,0,0,25
73676,4/8/2022,15:45:00,16:00:00,LineaA,LineaA_Lima_S_Turn02,Lima,31,0,0,31
249812,13/8/2022,16:00:00,16:15:00,LineaB,LineaB_Gallardo_N_Turn01,Angel Gallardo,21,0,0,21
261526,14/8/2022,11:45:00,12:00:00,LineaB,LineaB_Gallardo_S_Turn02,Angel Gallardo,9,0,0,9
343033,18/8/2022,20:30:00,20:45:00,LineaA,LineaA_Carabobo_O_Turn03,Carabobo,6,0,0,6
208825,11/8/2022,14:45:00,15:00:00,LineaA,LineaA_RJaneiro_S_Turn02,Rio de Janeiro,27,0,2,29
191821,10/8/2022,17:45:00,18:00:00,LineaB,LineaB_JMRosas_Oeste_Turn03,Rosas,22,0,0,22
119645,6/8/2022,21:30:00,21:45:00,LineaC,LineaC_Constitucion_Plaza_Turn04,Constitucion,1,0,0,1
107558,6/8/2022,10:15:00,10:30:00,LineaB,LineaB_CallaoB_N_Turn01,Callao.B,8,0,0,8
13430,1/8/2022,16:45:00,17:00:00,LineaB,LineaB_JMRosas_Oeste_Turn06,Rosas,25,0,5,30
116712,6/8/2022,18:45:00,19:00:00,LineaA,LineaA_Peru_S_Turn01,Peru,16,0,0,16
253943,13/8/2022,20:00:00,20:15:00,LineaC,LineaC_DNorte_S_Turn02,Diagonal Norte,14,0,0,14
237758,12/8/2022,22:00:00,22:15:00,LineaC,LineaC_Retiro_Turn12,Retiro,49,0,0,49
197054,10/8/2022,22:15:00,22:30:00,LineaC,LineaC_Moreno_N_Turn02,Mariano Moreno,3,0,0,3
486383,26/8/2022,10:30:00,10:45:00,LineaC,LineaC_DNorte_N_Turn01,Diagonal Norte,3,0,0,3
369887,20/8/2022,09:15:00,09:30:00,LineaC,LineaC_Constitucion_Turn21,Constitucion,1,0,0,1
266022,14/8/2022,16:00:00,16:15:00,LineaB,LineaB_LosIncas_Turn01,Los Incas,6,0,0,6
169248,9/8/2022,16:00:00,16:15:00,LineaC,LineaC_SanMartin_S_Turn02,General San Martin,7,0,0,7
573548,30/8/2022,21:15:00,21:30:00,LineaA,LineaA_PMayo_E_Turn01,Plaza de Mayo,24,0,1,25
435471,23/8/2022,19:00:00,19:15:00,LineaA,LineaA_Flores_Oeste_Turn01,Flores,4,0,0,4
457364,24/8/2022,20:00:00,20:15:00,LineaB,LineaB_Malabia_N_Turn03,Malabia,20,0,2,22
358466,19/8/2022,16:15:00,16:30:00,LineaB,LineaB_Alem_S_Turn01,Leandro N. Alem,55,0,3,58
277558,15/8/2022,13:00:00,13:15:00,LineaB,LineaB_Pellegrini_E_Turn05,Carlos Pellegrini,68,0,1,69
170400,9/8/2022,17:00:00,17:15:00,LineaA,LineaA_Acoyte_N_Turn03,Acoyte,2,0,0,2
496966,26/8/2022,19:00:00,19:15:00,LineaB,LineaB_Pasteur_N_Turn02,Pasteur,5,0,0,5
177837,10/8/2022,06:00:00,06:15:00,LineaB,LineaB_Alem_N_Turn03,Leandro N. Alem,7,0,0,7
172330,9/8/2022,18:30:00,18:45:00,LineaB,LineaB_Pueyr_S_Turn03,Pueyrredon,57,0,1,58
437966,23/8/2022,21:00:00,21:15:00,LineaC,LineaC_Retiro_Turn10,Retiro,28,2,3,33
95948,5/8/2022,17:00:00,17:15:00,LineaC,LineaC_DNorte_N_Turn03,Diagonal Norte,37,0,1,38
104359,6/8/2022,07:15:00,07:30:00,LineaA,LineaA_Miserere_S_Turn01,Plaza Miserere,0,0,1,1
521700,28/8/2022,09:45:00,10:00:00,LineaA,LineaA_Congreso_N_Turn01,Congreso,1,0,0,1
586813,31/8/2022,15:15:00,15:30:00,LineaA,LineaA_SnzPena_S_Turn01,Saenz Peña ,17,0,0,17
356398,19/8/2022,14:30:00,14:45:00,LineaB,LineaB_Uruguay_S_Turn01,Uruguay,41,0,1,42
94642,5/8/2022,15:45:00,16:00:00,LineaB,LineaB_Medrano_N_Turn03,Medrano,65,0,6,71
556452,30/8/2022,06:30:00,06:45:00,LineaC,LineaC_Constitucion_Turn19,Constitucion,181,0,0,181
170859,9/8/2022,17:30:00,17:45:00,LineaA,LineaA_CBarros_N_Turn01,Castro Barros,23,0,0,23
269040,14/8/2022,18:45:00,19:00:00,LineaA,LineaA_Acoyte_S_Turn02,Acoyte,20,0,1,21
152693,8/8/2022,19:15:00,19:30:00,LineaA,LineaA_Peru_S_Asc01,Peru,3,0,0,3
556538,30/8/2022,06:45:00,07:00:00,LineaB,LineaB_LosIncas_Turn06,Los Incas,0,0,2,2
343242,18/8/2022,20:45:00,21:00:00,LineaA,LineaA_Carabobo_O_Turn03,Carabobo,6,0,0,6
513132,27/8/2022,17:00:00,17:15:00,LineaA,LineaA_Piedras_S_Turn01,Piedras,5,0,0,5
221574,12/8/2022,08:15:00,08:30:00,LineaB,LineaB_Malabia_N_Turn04,Malabia,120,0,5,125
200290,11/8/2022,07:30:00,07:45:00,LineaC,LineaC_Constitucion_Turn23,Constitucion,167,0,1,168
207703,11/8/2022,13:45:00,14:00:00,LineaB,LineaB_Uruguay_S_Turn02,Uruguay,69,0,3,72
229280,12/8/2022,14:45:00,15:00:00,LineaB,LineaB_Alem_S_Turn01,Leandro N. Alem,30,0,2,32
54735,3/8/2022,17:00:00,17:15:00,LineaA,LineaA_SanPedrito_Este_Turn01,San Pedrito,103,0,6,109
586846,31/8/2022,15:15:00,15:30:00,LineaA,LineaA_PJunta_N_Turn01,Primera Junta,11,1,7,19
534546,28/8/2022,22:15:00,22:30:00,LineaA,LineaA_Congreso_N_Turn03,Congreso,1,0,0,1
81516,4/8/2022,22:30:00,22:45:00,LineaB,LineaB_Medrano_N_Turn02,Medrano,10,0,0,10
13722,1/8/2022,17:00:00,17:15:00,LineaC,LineaC_Constitucion_Turn12,Constitucion,1,0,0,1
226547,12/8/2022,12:30:00,12:45:00,LineaC,LineaC_Moreno_S_Turn02,Mariano Moreno,11,0,0,11
172096,9/8/2022,18:30:00,18:45:00,LineaB,LineaB_Gardel_S_Turn02,Carlos Gardel,24,0,0,24
429742,23/8/2022,14:15:00,14:30:00,LineaA,LineaA_Piedras_S_Turn01,Piedras,30,0,1,31
223632,12/8/2022,10:00:00,10:15:00,LineaB,LineaB_Medrano_N_Turn04,Medrano,0,0,6,6
232117,12/8/2022,17:15:00,17:30:00,LineaA,LineaA_Piedras_S_Turn02,Piedras,41,0,1,42
523532,28/8/2022,11:30:00,11:45:00,LineaA,LineaA_PJunta_S_Turn05,Primera Junta,24,0,0,24
335361,18/8/2022,14:00:00,14:15:00,LineaB,LineaB_JMRosas_Este_Turn03,Rosas,43,0,2,45
267422,14/8/2022,17:15:00,17:30:00,LineaC,LineaC_Moreno_S_Turn02,Mariano Moreno,5,0,0,5
548157,29/8/2022,16:45:00,17:00:00,LineaA,LineaA_Loria_N_Turn01,Loria,39,0,4,43
466475,25/8/2022,10:30:00,10:45:00,LineaA,LineaA_RJaneiro_N_Turn03,Rio de Janeiro,36,0,1,37
106880,6/8/2022,09:30:00,09:45:00,LineaB,LineaB_Medrano_S_Turn01,Medrano,19,0,0,19
254638,13/8/2022,20:30:00,20:45:00,LineaB,LineaB_Lacroze_O_Turn06,Federico Lacroze,11,0,0,11
326195,18/8/2022,06:00:00,06:15:00,LineaA,LineaA_Piedras_N_Turn02,Piedras,1,0,0,1
563205,30/8/2022,12:30:00,12:45:00,LineaB,LineaB_Pueyr_S_Turn03,Pueyrredon,38,0,1,39
469874,25/8/2022,13:45:00,14:00:00,LineaB,LineaB_Lacroze_E_Turn03,Federico Lacroze,5,0,1,6
438990,23/8/2022,22:00:00,22:15:00,LineaA,LineaA_Puan_O_Turn02,Puan,3,0,0,3
235084,12/8/2022,19:30:00,19:45:00,LineaA,LineaA_SanPedrito_Oeste_Turn02,San Pedrito,10,0,0,10
60903,3/8/2022,22:30:00,22:45:00,LineaB,LineaB_Gallardo_N_Turn01,Angel Gallardo,6,0,0,6
203631,11/8/2022,10:30:00,10:45:00,LineaB,LineaB_Florida_O_Turn02,Florida,11,0,0,11
481293,26/8/2022,06:00:00,06:15:00,LineaB,LineaB_CallaoB_S_Turn02,Callao.B,3,0,0,3
416572,22/8/2022,20:15:00,20:30:00,LineaB,LineaB_Lacroze_E_Turn03,Federico Lacroze,2,0,0,2
504842,27/8/2022,09:15:00,09:30:00,LineaB,LineaB_JMRosas_Oeste_Turn05,Rosas,7,0,0,7
254482,13/8/2022,20:30:00,20:45:00,LineaC,LineaC_DNorte_S_Turn01,Diagonal Norte,6,0,0,6
435434,23/8/2022,18:45:00,19:00:00,LineaA,LineaA_Alberti_Turn02,Alberti,22,0,1,23
444892,24/8/2022,09:45:00,10:00:00,LineaA,LineaA_SanPedrito_Oeste_Turn04,San Pedrito,30,0,3,33
437078,23/8/2022,20:15:00,20:30:00,LineaB,LineaB_Lacroze_E_Turn08,Federico Lacroze,0,1,1,2
196566,10/8/2022,22:00:00,22:15:00,LineaB,LineaB_Pueyr_N_Turn01,Pueyrredon,4,0,0,4
469495,25/8/2022,13:15:00,13:30:00,LineaA,LineaA_PMayo_O_Turn03,Plaza de Mayo,3,0,0,3
163999,9/8/2022,11:45:00,12:00:00,LineaA,LineaA_Loria_N_Turn03,Loria,16,0,1,17
283873,15/8/2022,19:15:00,19:30:00,LineaC,LineaC_Constitucion_Plaza_Turn07,Constitucion,10,0,0,10
480971,26/8/2022,05:45:00,06:00:00,LineaB,LineaB_JMRosas_Oeste_Turn06,Rosas,12,0,1,13
244829,13/8/2022,11:30:00,11:45:00,LineaB,LineaB_Tronador_Turn03,Tronador,20,0,1,21
261914,14/8/2022,12:15:00,12:30:00,LineaB,LineaB_Echeverria_Este_Turn01,Echeverria,2,0,0,2
360844,19/8/2022,18:00:00,18:15:00,LineaB,LineaB_Pasteur_N_Turn02,Pasteur,49,0,0,49
557720,30/8/2022,07:45:00,08:00:00,LineaB,LineaB_Lacroze_O_Turn01,Federico Lacroze,44,0,21,65
534044,28/8/2022,21:30:00,21:45:00,LineaB,LineaB_Malabia_N_Turn02,Malabia,4,0,0,4
447264,24/8/2022,11:45:00,12:00:00,LineaA,LineaA_Miserere_Q_HALL_Turn05,Plaza Miserere,34,0,0,34
141446,8/8/2022,10:00:00,10:15:00,LineaB,LineaB_JMRosas_Este_Turn03,Rosas,50,0,2,52
141531,8/8/2022,10:00:00,10:15:00,LineaC,LineaC_Constitucion_Turn16,Constitucion,21,0,2,23
413803,22/8/2022,18:00:00,18:15:00,LineaA,LineaA_Puan_O_Turn01,Puan,29,0,0,29
521384,28/8/2022,09:15:00,09:30:00,LineaA,LineaA_Congreso_S_Turn03,Congreso,9,0,0,9
302628,16/8/2022,18:45:00,19:00:00,LineaB,LineaB_Pellegrini_E_Turn06,Carlos Pellegrini,113,0,1,114
341622,18/8/2022,19:15:00,19:30:00,LineaA,LineaA_PJunta_N_Turn01,Primera Junta,13,0,1,14
96972,5/8/2022,17:45:00,18:00:00,LineaB,LineaB_Lacroze_O_Turn04,Federico Lacroze,25,0,4,29
505731,27/8/2022,10:00:00,10:15:00,LineaB,LineaB_Dorrego_N_Turn06,Dorrego,0,0,1,1
521916,28/8/2022,09:45:00,10:00:00,LineaA,LineaA_SnzPena_N_Turn01,Saenz Peña ,2,0,0,2
479693,25/8/2022,22:15:00,22:30:00,LineaB,LineaB_Florida_O_Turn01,Florida,6,0,0,6
6875,1/8/2022,11:30:00,11:45:00,LineaB,LineaB_Florida_E_Turn01,Florida,9,0,0,9
537907,29/8/2022,08:15:00,08:30:00,LineaB,LineaB_Pueyr_N_Turn02,Pueyrredon,14,0,0,14
292618,16/8/2022,10:30:00,10:45:00,LineaC,LineaC_SanMartin_N_Turn01,General San Martin,17,0,2,19
370604,20/8/2022,09:45:00,10:00:00,LineaC,LineaC_Constitucion_Turn11,Constitucion,3,0,25,28
331881,18/8/2022,11:00:00,11:15:00,LineaA,LineaA_CBarros_S_Turn02,Castro Barros,20,0,0,20
444081,24/8/2022,09:00:00,09:15:00,LineaA,LineaA_SanPedrito_Oeste_Turn04,San Pedrito,46,0,1,47
533632,28/8/2022,21:15:00,21:30:00,LineaA,LineaA_Alberti_Turn03,Alberti,1,0,0,1
113312,6/8/2022,15:30:00,15:45:00,LineaB,LineaB_Lacroze_E_Turn04,Federico Lacroze,14,0,0,14
3023,1/8/2022,08:00:00,08:15:00,LineaC,LineaC_AVMayo_N_Turn01,Avenida de Mayo,3,0,0,3
507503,27/8/2022,11:45:00,12:00:00,LineaB,LineaB_Medrano_N_Turn01,Medrano,30,0,0,30
341982,18/8/2022,19:30:00,19:45:00,LineaC,LineaC_DNorte_N_Turn02,Diagonal Norte,5,0,0,5
296761,16/8/2022,14:00:00,14:15:00,LineaB,LineaB_JMRosas_Oeste_Turn01,Rosas,17,1,0,18
194230,10/8/2022,19:45:00,20:00:00,LineaB,LineaB_JMRosas_Oeste_Turn03,Rosas,3,0,0,3
83017,5/8/2022,06:00:00,06:15:00,LineaC,LineaC_AVMayo_S_Turn02,Avenida de Mayo,3,0,0,3
276180,15/8/2022,11:30:00,11:45:00,LineaC,LineaC_AVMayo_S_Turn01,Avenida de Mayo,9,0,0,9
325170,17/8/2022,23:00:00,23:15:00,LineaB,LineaB_LosIncas_Turn05,Los Incas,2,0,0,2
75737,4/8/2022,17:15:00,17:30:00,LineaB,LineaB_Dorrego_N_Turn05,Dorrego,54,0,0,54
60081,3/8/2022,21:30:00,21:45:00,LineaA,LineaA_Acoyte_N_Asc01,Acoyte,0,0,1,1
259936,14/8/2022,10:15:00,10:30:00,LineaB,LineaB_Dorrego_N_Turn05,Dorrego,6,0,0,6
532530,28/8/2022,20:00:00,20:15:00,LineaA,LineaA_CBarros_S_Turn01,Castro Barros,6,0,0,6
477150,25/8/2022,19:45:00,20:00:00,LineaC,LineaC_Retiro_Turn10,Retiro,55,0,2,57
423641,23/8/2022,09:00:00,09:15:00,LineaC,LineaC_Constitucion_Turn10,Constitucion,113,0,0,113
584773,31/8/2022,13:30:00,13:45:00,LineaA,LineaA_SanPedrito_Oeste_Turn03,San Pedrito,44,0,6,50
242684,13/8/2022,09:30:00,09:45:00,LineaA,LineaA_Peru_N_Turn01,Peru,2,0,0,2
51705,3/8/2022,14:30:00,14:45:00,LineaA,LineaA_SnzPena_S_Turn03,Saenz Peña ,53,0,1,54
539794,29/8/2022,10:00:00,10:15:00,LineaC,LineaC_Constitucion_Turn13,Constitucion,38,0,1,39
378924,20/8/2022,17:30:00,17:45:00,LineaC,LineaC_Constitucion_Turn15,Constitucion,5,0,0,5
477952,25/8/2022,20:30:00,20:45:00,LineaA,LineaA_Carabobo_O_Turn02,Carabobo,5,0,0,5
35416,2/8/2022,18:00:00,18:15:00,LineaA,LineaA_Peru_S_Turn03,Peru,87,0,3,90
556668,30/8/2022,06:45:00,07:00:00,LineaA,LineaA_Flores_Este_Turn01,Flores,43,0,3,46
333304,18/8/2022,12:15:00,12:30:00,LineaB,LineaB_Alem_N_Turn03,Leandro N. Alem,15,0,0,15
17616,1/8/2022,20:15:00,20:30:00,LineaC,LineaC_Constitucion_Plaza_Turn05,Constitucion,1,0,0,1
77029,4/8/2022,18:30:00,18:45:00,LineaA,LineaA_SanPedrito_Oeste_Turn03,San Pedrito,10,1,1,12
488417,26/8/2022,12:00:00,12:15:00,LineaA,LineaA_Miserere_S_Turn03,Plaza Miserere,35,0,2,37
488488,26/8/2022,12:15:00,12:30:00,LineaC,LineaC_SanMartin_N_Turn02,General San Martin,25,0,2,27
130682,7/8/2022,17:00:00,17:15:00,LineaA,LineaA_Peru_S_Turn03,Peru,15,0,0,15
366271,19/8/2022,23:00:00,23:15:00,LineaA,LineaA_RJaneiro_N_Turn01,Rio de Janeiro,2,0,0,2
140696,8/8/2022,09:30:00,09:45:00,LineaA,LineaA_PJunta_S_Turn04,Primera Junta,38,0,0,38
406196,22/8/2022,11:30:00,11:45:00,LineaC,LineaC_DNorte_S_Turn01,Diagonal Norte,18,0,0,18
236683,12/8/2022,21:00:00,21:15:00,LineaA,LineaA_Loria_S_Turn01,Loria,5,0,0,5
429032,23/8/2022,13:30:00,13:45:00,LineaC,LineaC_Constitucion_Turn12,Constitucion,7,0,0,7
277256,15/8/2022,12:45:00,13:00:00,LineaB,LineaB_JMRosas_Oeste_Turn01,Rosas,8,0,3,11
23632,2/8/2022,08:15:00,08:30:00,LineaA,LineaA_SanPedrito_Este_Turn03,San Pedrito,100,0,10,110
71560,4/8/2022,14:00:00,14:15:00,LineaA,LineaA_Alberti_Turn02,Alberti,21,0,1,22
177996,10/8/2022,06:00:00,06:15:00,LineaC,LineaC_Constitucion_Plaza_Turn11,Constitucion,61,0,0,61
305185,16/8/2022,21:15:00,21:30:00,LineaA,LineaA_SnzPena_N_Turn02,Saenz Peña ,2,0,0,2
55460,3/8/2022,17:30:00,17:45:00,LineaC,LineaC_Constitucion_Turn15,Constitucion,16,0,1,17
473216,25/8/2022,16:30:00,16:45:00,LineaB,LineaB_Lacroze_O_Turn07,Federico Lacroze,29,0,1,30
164430,9/8/2022,12:00:00,12:15:00,LineaC,LineaC_Constitucion_Plaza_Turn06,Constitucion,9,0,0,9
119013,6/8/2022,20:45:00,21:00:00,LineaC,LineaC_SanJuan_Turn03,San Juan,4,0,0,4
54813,3/8/2022,17:00:00,17:15:00,LineaA,LineaA_Piedras_N_Turn01,Piedras,7,0,0,7
249937,13/8/2022,16:15:00,16:30:00,LineaB,LineaB_Tronador_Turn02,Tronador,11,0,0,11
416588,22/8/2022,20:15:00,20:30:00,LineaA,LineaA_Loria_N_Turn01,Loria,22,0,0,22
139279,8/8/2022,08:15:00,08:30:00,LineaC,LineaC_Retiro_Turn10,Retiro,103,0,1,104
451595,24/8/2022,15:15:00,15:30:00,LineaA,LineaA_Congreso_N_Turn02,Congreso,25,0,3,28
289799,16/8/2022,08:15:00,08:30:00,LineaA,LineaA_Carabobo_O_Turn02,Carabobo,51,0,0,51
100093,5/8/2022,20:15:00,20:30:00,LineaC,LineaC_Retiro_Turn02,Retiro,6,0,0,6
539720,29/8/2022,09:45:00,10:00:00,LineaC,LineaC_AVMayo_S_Turn02,Avenida de Mayo,7,0,0,7
12782,1/8/2022,16:15:00,16:30:00,LineaA,LineaA_PJunta_S_Turn03,Primera Junta,10,0,0,10
592607,31/8/2022,20:00:00,20:15:00,LineaB,LineaB_Florida_O_Turn02,Florida,19,0,1,20
312168,17/8/2022,09:45:00,10:00:00,LineaC,LineaC_Lavalle_S_Turn02,Lavalle,10,0,0,10
364027,19/8/2022,20:45:00,21:00:00,LineaC,LineaC_SanJuan_Turn03,San Juan,13,0,0,13
390835,21/8/2022,13:45:00,14:00:00,LineaA,LineaA_SnzPena_S_Turn02,Saenz Peña ,8,0,2,10
38352,2/8/2022,20:30:00,20:45:00,LineaB,LineaB_CallaoB_N_Turn02,Callao.B,5,0,0,5
306081,16/8/2022,22:00:00,22:15:00,LineaA,LineaA_Piedras_S_Turn01,Piedras,12,0,0,12
46096,3/8/2022,09:45:00,10:00:00,LineaC,LineaC_Constitucion_Turn19,Constitucion,149,0,2,151
197280,10/8/2022,22:30:00,22:45:00,LineaB,LineaB_Lacroze_E_Turn08,Federico Lacroze,0,0,2,2
496590,26/8/2022,18:45:00,19:00:00,LineaC,LineaC_Constitucion_Turn15,Constitucion,12,0,0,12
425387,23/8/2022,10:30:00,10:45:00,LineaB,LineaB_Medrano_N_Turn01,Medrano,43,0,3,46
163515,9/8/2022,11:15:00,11:30:00,LineaA,LineaA_RJaneiro_S_Turn01,Rio de Janeiro,23,0,0,23
518944,27/8/2022,22:30:00,22:45:00,LineaB,LineaB_Gardel_S_Turn03,Carlos Gardel,13,0,0,13
487414,26/8/2022,11:15:00,11:30:00,LineaA,LineaA_Alberti_Turn03,Alberti,24,0,1,25
434887,23/8/2022,18:30:00,18:45:00,LineaA,LineaA_Peru_S_Turn04,Peru,4,0,0,4
53474,3/8/2022,16:00:00,16:15:00,LineaC,LineaC_AVMayo_S_Turn02,Avenida de Mayo,10,0,2,12
99263,5/8/2022,19:45:00,20:00:00,LineaA,LineaA_Acoyte_N_Turn01,Acoyte,19,0,0,19
